,0
0,26.24278933776986
1,2.0325810495719594
2,6.538745424286967
3,2.469978717180236
4,8.104408597669709
5,21.135391733744576
6,7.52730970215271
7,6.220734345547244
8,4.85434309866413
9,7.015369409259126
10,7.858348584153481
