,0
0,40.083605193774645
1,1.2917799345762244
2,12.078338996426648
3,4.277560573235202
4,5.995972111618953
5,16.15018218886581
6,4.243706102096189
7,5.5462591957615155
8,2.146384751008281
9,3.3335917172536456
10,4.85261923538289
