SMILES,ID,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Brc1csc(NCc2ccnnc2)n1,pyridine2pyridazine_0000000001,7.972862811791384,7.972862811791384,0.017849794238683492,-2.6213888888888888,0.9302309461823296,271.14299999999986,264.087,269.9574793240002,72,0,0.18350196644760966,-0.35735122868999086,0.35735122868999086,0.18350196644760966,1.7142857142857142,2.642857142857143,3.4285714285714284,12.704419640260149,-0.16530766485113385,0.4988579437885602,-2.382517472315615,0.5580912056060064,-2.4093353630885104,3.4552915239914794,-0.7783022617794183,2.7302667324544596,2.533619916238016,674.0052824495399,15.9472292782632,13.575067145472923,8.977560265515354,9.657608293777228,6.83608490896831,4.998366163953429,2.0365252680420824,3.561060672308721,1.1263942148912145,2.424973512584243,0.6307170655268216,1.6082210406755615,-1.0100000000000002,38818.932402037506,4.238602013572561,4.474579630274494,2.4894521994978898,103.43146014427575,5.309813353288376,4.60319601898388,6.543400558167534,0.0,0.0,0.0,0.0,4.9839785209472085,10.197363616602075,11.336785877934737,0.0,27.53581409730964,18.025869304798306,14.39744654783608,9.636393415349522,32.39828825572342,0.0,15.181342137549283,0.0,6.496859684315945,5.309813353288376,33.91097104964129,0.0,0.0,5.309813353288376,5.131558479839333,0.0,27.266729775884087,15.181342137549283,6.496859684315945,0.0,13.788002828718314,28.347519557944295,1.4118420783282006,0.0,0.0,50.7,30.44852030530576,0.0,0.0,15.090868908490812,5.309813353288376,11.336785877934737,0.0,0.0,0.0,31.111286035498633,9.636393415349522,54.10703653838078,3.7624859588897284,3.8244439720332575,6.794028486394559,-0.545969387755102,0.0,-0.6120659722222219,-1.2085707068321154,-2.6213888888888888,0.0,0.125,14,1,4,0,0,0,0,2,2,5,1,6,3,0,0,0,2,2.3077000000000005,59.172700000000006,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brc1csc(NCc2cccnn2)n1,pyridine2pyridazine_0000000002,7.926566515495087,7.926566515495087,0.025849815234736173,-2.5859953703703704,0.9302309461823296,271.14299999999986,264.087,269.9574793240002,72,0,0.18355532585982645,-0.3557625151532038,0.3557625151532038,0.18355532585982645,1.7857142857142858,2.7142857142857144,3.5,12.715618833297905,-0.16531676470073972,0.5178595077670118,-2.363139868831538,0.5638199534447812,-2.410708239285038,3.415423147910784,-0.7781836855795948,2.744626387293252,2.4817905028395604,674.0052824495399,15.9472292782632,13.575067145472923,8.977560265515354,9.657608293777228,6.83608490896831,4.998366163953429,2.023328666917072,3.5478640711837106,1.114590816016225,2.4131701137092536,0.6284260458643247,1.605930021013065,-1.01,39846.48589072343,4.238602013572561,4.474579630274494,2.4894521994978898,103.43146014427576,5.309813353288376,4.60319601898388,6.543400558167534,0.0,0.0,0.0,0.0,4.9839785209472085,10.197363616602075,11.336785877934737,0.0,28.01478131327594,11.529009620482359,20.415339016185722,9.636393415349522,32.39828825572342,0.0,15.181342137549283,0.0,6.496859684315945,5.309813353288376,33.91097104964129,0.0,0.0,5.309813353288376,5.131558479839333,0.0,27.266729775884087,15.181342137549283,6.496859684315945,0.0,13.91847933186978,28.21704305479283,1.4118420783282006,0.0,0.0,50.7,30.448520305305756,0.0,0.0,15.090868908490812,5.309813353288376,11.336785877934737,0.0,0.0,0.0,31.111286035498633,9.636393415349522,53.765804324727036,3.773496191775863,3.824365236835475,7.004167755836903,-0.5589323507180646,0.0,-1.1826447809061889,-0.5402610071806493,-2.5859953703703704,0.0,0.125,14,1,4,0,0,0,0,2,2,5,1,6,3,0,0,0,2,2.3077000000000005,59.172700000000006,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brc1csc(NCc2ccnnc2)n1,pyridine2pyridazine_0000000003,7.972862811791384,7.972862811791384,0.017849794238683492,-2.6213888888888888,0.9302309461823296,271.14299999999986,264.087,269.9574793240002,72,0,0.18350196644760966,-0.35735122868999086,0.35735122868999086,0.18350196644760966,1.7142857142857142,2.642857142857143,3.4285714285714284,12.704419640260149,-0.16530766485113385,0.4988579437885602,-2.382517472315615,0.5580912056060064,-2.4093353630885104,3.4552915239914794,-0.7783022617794183,2.7302667324544596,2.533619916238016,674.0052824495399,15.9472292782632,13.575067145472923,8.977560265515354,9.657608293777228,6.83608490896831,4.998366163953429,2.0365252680420824,3.561060672308721,1.1263942148912145,2.424973512584243,0.6307170655268216,1.6082210406755615,-1.0100000000000002,38818.932402037506,4.238602013572561,4.474579630274494,2.4894521994978898,103.43146014427575,5.309813353288376,4.60319601898388,6.543400558167534,0.0,0.0,0.0,0.0,4.9839785209472085,10.197363616602075,11.336785877934737,0.0,27.53581409730964,18.025869304798306,14.39744654783608,9.636393415349522,32.39828825572342,0.0,15.181342137549283,0.0,6.496859684315945,5.309813353288376,33.91097104964129,0.0,0.0,5.309813353288376,5.131558479839333,0.0,27.266729775884087,15.181342137549283,6.496859684315945,0.0,13.788002828718314,28.347519557944295,1.4118420783282006,0.0,0.0,50.7,30.44852030530576,0.0,0.0,15.090868908490812,5.309813353288376,11.336785877934737,0.0,0.0,0.0,31.111286035498633,9.636393415349522,54.10703653838078,3.7624859588897284,3.8244439720332575,6.794028486394559,-0.545969387755102,0.0,-0.6120659722222219,-1.2085707068321154,-2.6213888888888888,0.0,0.125,14,1,4,0,0,0,0,2,2,5,1,6,3,0,0,0,2,2.3077000000000005,59.172700000000006,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brc1csc(NCc2ccnnc2)n1,pyridine2pyridazine_0000000004,7.972862811791384,7.972862811791384,0.017849794238683492,-2.6213888888888888,0.9302309461823296,271.14299999999986,264.087,269.9574793240002,72,0,0.18350196644760966,-0.35735122868999086,0.35735122868999086,0.18350196644760966,1.7142857142857142,2.642857142857143,3.4285714285714284,12.704419640260149,-0.16530766485113385,0.4988579437885602,-2.382517472315615,0.5580912056060064,-2.4093353630885104,3.4552915239914794,-0.7783022617794183,2.7302667324544596,2.533619916238016,674.0052824495399,15.9472292782632,13.575067145472923,8.977560265515354,9.657608293777228,6.83608490896831,4.998366163953429,2.0365252680420824,3.561060672308721,1.1263942148912145,2.424973512584243,0.6307170655268216,1.6082210406755615,-1.0100000000000002,38818.932402037506,4.238602013572561,4.474579630274494,2.4894521994978898,103.43146014427575,5.309813353288376,4.60319601898388,6.543400558167534,0.0,0.0,0.0,0.0,4.9839785209472085,10.197363616602075,11.336785877934737,0.0,27.53581409730964,18.025869304798306,14.39744654783608,9.636393415349522,32.39828825572342,0.0,15.181342137549283,0.0,6.496859684315945,5.309813353288376,33.91097104964129,0.0,0.0,5.309813353288376,5.131558479839333,0.0,27.266729775884087,15.181342137549283,6.496859684315945,0.0,13.788002828718314,28.347519557944295,1.4118420783282006,0.0,0.0,50.7,30.44852030530576,0.0,0.0,15.090868908490812,5.309813353288376,11.336785877934737,0.0,0.0,0.0,31.111286035498633,9.636393415349522,54.10703653838078,3.7624859588897284,3.8244439720332575,6.794028486394559,-0.545969387755102,0.0,-0.6120659722222219,-1.2085707068321154,-2.6213888888888888,0.0,0.125,14,1,4,0,0,0,0,2,2,5,1,6,3,0,0,0,2,2.3077000000000005,59.172700000000006,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Brc1csc(NCc2cccnn2)n1,pyridine2pyridazine_0000000005,7.926566515495087,7.926566515495087,0.025849815234736173,-2.5859953703703704,0.9302309461823296,271.14299999999986,264.087,269.9574793240002,72,0,0.18355532585982645,-0.3557625151532038,0.3557625151532038,0.18355532585982645,1.7857142857142858,2.7142857142857144,3.5,12.715618833297905,-0.16531676470073972,0.5178595077670118,-2.363139868831538,0.5638199534447812,-2.410708239285038,3.415423147910784,-0.7781836855795948,2.744626387293252,2.4817905028395604,674.0052824495399,15.9472292782632,13.575067145472923,8.977560265515354,9.657608293777228,6.83608490896831,4.998366163953429,2.023328666917072,3.5478640711837106,1.114590816016225,2.4131701137092536,0.6284260458643247,1.605930021013065,-1.01,39846.48589072343,4.238602013572561,4.474579630274494,2.4894521994978898,103.43146014427576,5.309813353288376,4.60319601898388,6.543400558167534,0.0,0.0,0.0,0.0,4.9839785209472085,10.197363616602075,11.336785877934737,0.0,28.01478131327594,11.529009620482359,20.415339016185722,9.636393415349522,32.39828825572342,0.0,15.181342137549283,0.0,6.496859684315945,5.309813353288376,33.91097104964129,0.0,0.0,5.309813353288376,5.131558479839333,0.0,27.266729775884087,15.181342137549283,6.496859684315945,0.0,13.91847933186978,28.21704305479283,1.4118420783282006,0.0,0.0,50.7,30.448520305305756,0.0,0.0,15.090868908490812,5.309813353288376,11.336785877934737,0.0,0.0,0.0,31.111286035498633,9.636393415349522,53.765804324727036,3.773496191775863,3.824365236835475,7.004167755836903,-0.5589323507180646,0.0,-1.1826447809061889,-0.5402610071806493,-2.5859953703703704,0.0,0.125,14,1,4,0,0,0,0,2,2,5,1,6,3,0,0,0,2,2.3077000000000005,59.172700000000006,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
c1ccnnc1,pyridine2pyridazine_0000000006,6.9874074074074075,6.9874074074074075,0.3472222222222221,-0.36018518518518516,0.4525571430979931,80.08999999999997,76.05799999999999,80.037448128,30,0,0.08598140941410494,-0.15917583224964102,0.15917583224964102,0.08598140941410494,1.1666666666666667,1.6666666666666667,2.1666666666666665,11.446626921625018,-0.0926730282825775,0.36001044760273165,-2.035473896266206,0.28434430808608374,-1.9720690604480677,2.393954493660315,-0.42672876746254096,1.9321601728882982,3.3421538077705124,234.6796583765568,7.723614639131598,6.894427190999916,2.8944271909999157,4.625897657686229,3.3972135954999576,1.3972135954999578,0.6736067977499789,0.6736067977499789,0.32430339887498943,0.32430339887498943,0.15590169943749474,0.15590169943749474,-0.92,171.96225538705855,1.025681072793961,1.4998028396056793,0.5163568727137455,41.45903465046597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.197363616602075,0.0,0.0,12.08483741532659,12.345790421629522,5.483034224680881,5.483034224680881,0.0,0.0,10.197363616602075,0.0,0.0,0.0,24.430627836956113,0.0,0.0,0.0,0.0,0.0,0.0,10.197363616602075,0.0,0.0,5.483034224680881,24.430627836956113,0.0,0.0,0.0,25.78,0.0,0.0,0.0,24.430627836956113,0.0,0.0,0.0,0.0,0.0,10.197363616602075,5.483034224680881,27.759999999999998,0.0,0.0,6.321481481481482,0.0,0.0,-0.6944444444444442,-0.7203703703703703,0.0,0.0,0.0,6,0,2,0,0,0,0,1,1,2,0,2,0,0,0,0,1,0.4765999999999999,22.031999999999996,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brc1ccnnc1,pyridine2pyridazine_0000000007,7.1280324074074075,7.1280324074074075,0.09722222222222188,-0.21956018518518494,0.5685144631214077,158.98600000000002,155.962,157.947960196,36,0,0.08721268241212005,-0.15909511612372534,0.15909511612372534,0.08721268241212005,1.7142857142857142,2.5714285714285716,3.2857142857142856,13.27162944044039,-0.08886699227192464,0.5499176255297339,-2.0176986259127965,0.8356070680888171,-1.9465421187441836,3.595150786043209,-0.3818680170892413,1.9321601728882982,3.3421538077705124,237.92477087439332,7.723614639131599,6.2723916640091435,4.858388203123847,4.625897657686229,3.0861958320045715,2.379194101561924,0.8625890342545924,1.655587303811945,0.41380667073756866,0.7893760418039011,0.195928779456169,0.36388850825040137,-0.44000000000000006,171.96225538705855,2.2188995290698688,2.02283698664651,1.2329094930153128,53.921611755939516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.197363616602075,0.0,0.0,21.972362605612645,4.472719515832414,16.458066090140182,4.1122756685106605,15.929943897949348,0.0,10.197363616602075,0.0,0.0,0.0,22.86092864512523,0.0,0.0,0.0,0.0,0.0,15.929943897949348,10.197363616602075,0.0,0.0,4.1122756685106605,22.86092864512523,0.0,0.0,0.0,25.78,0.0,0.0,0.0,22.86092864512523,0.0,0.0,0.0,0.0,0.0,26.127307514551426,4.1122756685106605,21.35912037037037,2.9324074074074074,0.0,6.552106481481482,0.0,0.0,-0.09722222222222188,-0.3297453703703699,0.0,0.0,0.0,7,0,2,0,0,0,0,1,1,2,0,3,0,0,0,0,1,1.2390999999999999,29.731999999999996,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brc1ccc(CNc2nccs2)nn1,pyridine2pyridazine_0000000008,7.926566515495087,7.926566515495087,0.00026100718064991923,-2.58599537037037,0.9302309461823295,271.14299999999986,264.087,269.9574793240002,72,0,0.18240108480406395,-0.35579563098512124,0.35579563098512124,0.18240108480406395,1.6428571428571428,2.5714285714285716,3.357142857142857,12.745947331277028,-0.16531678831208352,0.5179467820988254,-2.362643466943958,0.6897454454633268,-2.4103413305190293,3.4180000083513042,-0.7781626592579802,2.744626387293252,2.4817905028395604,674.0052824495397,15.9472292782632,13.575067145472923,8.977560265515354,9.657608293777228,6.83608490896831,4.99836616395343,2.0233286669170725,3.5478640711837106,1.1187992722163524,2.034146030720765,0.6155092676985812,1.1590822500190958,-1.01,39846.48589072343,4.238602013572561,4.474579630274494,2.4894521994978898,103.43146014427577,5.309813353288376,4.60319601898388,6.543400558167534,0.0,0.0,0.0,0.0,4.9839785209472085,5.098681808301038,16.435467686235775,0.0,28.01478131327594,11.529009620482359,20.415339016185722,9.636393415349522,32.398288255723415,0.0,15.181342137549283,0.0,6.496859684315945,5.309813353288376,33.91097104964129,0.0,0.0,5.309813353288376,5.131558479839333,0.0,27.266729775884087,15.181342137549283,6.496859684315945,0.0,13.91847933186978,28.217043054792832,1.4118420783282006,0.0,0.0,50.7,18.233206386827703,0.0,0.0,27.306182826968865,16.646599231223114,0.0,0.0,0.0,0.0,31.111286035498633,9.636393415349522,53.68656438715037,3.575971371751945,3.6021430146132523,6.9548083454060645,-0.5148507180650037,0.0,-0.8549538086839674,-0.36368722180230084,-2.58599537037037,0.0,0.125,14,1,4,0,0,0,0,2,2,5,1,6,3,0,0,0,2,2.3076999999999996,59.17270000000001,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN(Cc1cc(Br)cnn1)S(C)(=O)=O,pyridine2pyridazine_0000000009,12.087343828735198,12.087343828735198,0.3674551209372632,-5.659254653250185,0.8143663074343627,280.1469999999998,270.067,278.96770966000025,78,0,0.21080725456576094,-0.2125034626954318,0.2125034626954318,0.21080725456576094,1.8571428571428572,2.642857142857143,3.2857142857142856,12.00583365991985,-0.2453974277643271,1.251536738609354e-17,-2.4840920253769414,-2.815423088344715e-17,-2.607331713457051,1.1805580821934478,-0.9547536023340903,2.309151895273888,3.753164769749616,746.0442571479703,19.300964908321227,16.44435013090069,8.84684325094312,10.453247926875855,8.00344109190485,5.236502690262843,1.980639756542774,4.088919077426552,0.974111907488836,1.921684954307723,0.482387698838692,0.9561197325415002,-0.5300000000000001,46296.18634834618,3.8025446603547426,4.327742239189577,3.316842718796965,105.37184116292244,0.0,0.0,0.0,10.023291153407584,0.0,0.0,0.0,8.417796984328938,14.502579607898308,0.0,0.0,21.972362605612645,19.673097753135977,30.030641215776505,22.125382546031133,25.953235051356934,0.0,14.502579607898308,0.0,6.496859684315945,13.159751001398703,22.38196142915893,0.0,0.0,0.0,0.0,0.0,15.929943897949348,36.08012759362595,16.520150837723527,0.0,19.401513556550658,16.68803343431047,0.0,0.0,0.0,63.160000000000004,51.894359743744985,8.417796984328938,0.0,4.472719515832414,0.0,0.0,0.0,0.0,0.0,26.127307514551426,13.7075855617022,96.26108871094733,2.748090868291761,0.0,6.348986205593349,-1.0746990740740736,0.0,-0.8379705215419497,-4.434805287855883,-7.2681029147770255,-5.659254653250185,0.42857142857142855,14,0,5,0,0,0,0,1,1,4,0,7,5,0,0,0,1,0.6305000000000001,56.04280000000002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CN(Cc1cnnc(Br)c1)S(C)(=O)=O,pyridine2pyridazine_0000000010,12.119672500944821,12.119672500944821,0.3804180839002267,-5.682756046863187,0.8143663074343627,280.1469999999998,270.067,278.96770966000025,78,0,0.2107536618110442,-0.21250437916829976,0.21250437916829976,0.2107536618110442,1.8571428571428572,2.642857142857143,3.2857142857142856,11.98423056889615,-0.24539741149008454,4.072395395492733e-17,-2.4942064089446667,5.528801706181688e-17,-2.6067813705535228,1.1314254687199854,-0.9546970986818749,2.2920815351292805,3.825714793804625,746.0442571479704,19.300964908321227,16.44435013090069,8.84684325094312,10.453247926875855,8.00344109190485,5.236502690262842,1.9838606648883295,4.0502804583474195,0.9814540409283223,1.9103069379816857,0.48958200040224137,0.9785976333735991,-0.53,44972.931800771614,3.8025446603547426,4.327742239189577,3.316842718796965,105.37184116292244,0.0,4.60319601898388,0.0,10.023291153407584,0.0,0.0,0.0,12.72301297562517,5.098681808301038,5.098681808301038,0.0,27.53581409730964,24.438755033959946,15.098336424271658,22.125382546031133,25.953235051356934,0.0,14.502579607898308,0.0,6.496859684315945,13.159751001398703,22.38196142915893,0.0,0.0,0.0,0.0,0.0,15.929943897949348,36.08012759362595,16.520150837723527,0.0,19.271037053399194,16.818509937461936,0.0,0.0,0.0,63.160000000000004,51.763883240593515,8.417796984328938,0.0,4.60319601898388,0.0,0.0,0.0,0.0,0.0,26.127307514551426,13.7075855617022,96.67779750094482,2.7314010534769464,0.0,6.468630598072562,-1.0617361111111105,0.0,-0.8379705215419497,-4.889086238662131,-7.322946900982617,-5.682756046863187,0.42857142857142855,14,0,5,0,0,0,0,1,1,4,0,7,5,0,0,0,1,0.6305000000000001,56.04280000000002,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
