,pyridine,pyridazine,pyrimidine,pyrazine,pyrrole,pyrazole,imidazole,thiazole,oxazole,isoxazole,furan
pyridine,,2.2698266079546654,11.372823553416229,6.525515296312341,0.4772779127421191,1.2028488923152074,0.17280907978888607,2.9812757497389217,1.9621213111096145,2.6078159597874384,4.974977711619006
pyridazine,89.40280446118916,,43.95319244492128,38.37358716534844,0.48373212904513585,0.8976022355847203,1.1963871354075701,17.104655804785548,9.519948102497567,17.359153172484344,0.9007210758751466
pyrimidine,41.531569154737994,3.7210994950563014,,12.623492390487126,0.13162292467072587,1.188041993917193,0.18305793476759846,4.4012624593139735,5.007641868231643,4.822349078939732,4.061798063882149
pyrazine,78.84087400669284,14.270187081285185,47.666216772421635,,1.0913310433622077,1.571961259490398,0.4177140914224036,23.275669637601236,14.148216450306151,14.296653295420402,10.24845276251706
pyrrole,19.229541671902098,0.11987176945917272,4.072078948729958,4.049031854041338,,15.83321966568946,6.049492795935111,4.825107491515243,2.250686541370207,2.2932195178655297,9.227908889392088
pyrazole,20.275815066900694,0.9596051317308566,6.915308679179011,6.330969099652051,5.648516150663021,,4.529928943269368,5.42666967351423,2.8366313861001817,6.954798499636285,0.06144246859524007
imidazole,10.240874637339935,0.16034891315905397,8.738588549815441,3.5924232527759634,5.872055048379992,17.243821487703737,,10.756953199763036,6.574020627952547,5.244805036987529,6.240696155423572
thiazole,20.603588172310143,0.8272351256761056,9.163873622182802,10.500539722250068,0.7457319810494293,1.237801768661823,1.3204671684703415,,11.176027905746915,14.498842829684577,6.800427709906918
oxazole,33.2976069585718,5.559424348619341,21.67815103809833,19.77370376140538,1.253301248420938,0.7159039930324184,2.9424517553162532,28.87642115577012,,23.30873782034076,10.483469825603986
isoxazole,18.969120009088396,3.5453192962779885,16.487456929839297,15.442291725332325,0.21814560524226248,7.0111151530826215,0.35616348955620364,24.12158626299054,15.007571646630707,,6.8484425854061195
furan,62.60923928114202,0.2394422092445947,12.246339871777202,4.345411161460763,3.3663050679720308,5.51954143994102,0.8923456535925464,12.62675741781005,4.69909486859737,5.003794212539001,
