SM Substructure,PDT Substructure,Value
pyridine,pyrazole,9.95249991003218
pyridazine,imidazole,20.04073963039894
pyrimidine,imidazole,11.801123783420826
pyrazine,imidazole,30.38598654262381
pyrrole,thiazole,22.563348615481672
pyrazole,furan,0.5969534483945942
imidazole,pyrimidine,18.40149172139557
thiazole,pyrrole,13.71463488726136
oxazole,pyridazine,17.442182916122402
isoxazole,imidazole,17.02484701337431
furan,imidazole,19.509566644194408
