X,Y,Value
pyrimidine,imidazole,11.801123783420826
thiazole,pyrrole,13.71463488726136
thiazole,imidazole,14.000150430914598
pyrimidine,pyrrole,17.53582513821249
imidazole,pyrimidine,18.40149172139557
pyrimidine,pyrazole,20.525419643716443
isoxazole,pyrrole,20.888718386727852
pyrrole,thiazole,22.563348615481672
imidazole,thiazole,24.174125532849036
pyrrole,pyrimidine,25.77174477097345
