X,Y,Value
pyrimidine,pyrrole,0.0567007259999999
pyrrole,pyrimidine,0.096273108919544
isoxazole,pyrrole,0.100423739
pyrimidine,pyrazole,0.206506243254331
imidazole,pyrimidine,0.263458991
pyrazole,pyrimidine,0.298094786
pyrimidine,imidazole,0.316150788436258
pyrrole,isoxazole,0.3698532830879565
thiazole,pyrrole,0.378416533
oxazole,pyrrole,0.567990858
