X,Y,Value
isoxazole,pyrrole,0.2181456052422624
pyrimidine,pyrrole,0.2651423779629457
pyrazine,imidazole,0.4210464356781553
pyridazine,pyrrole,0.4837321290451358
pyrimidine,imidazole,0.521015296279981
pyrrole,pyridazine,0.5564011078120711
thiazole,pyrrole,0.7457319810494293
pyridazine,pyrazole,0.8976022355847203
pyrazine,pyrrole,1.0913310433622077
pyrimidine,pyrazole,1.188041993917193
