,0
0,36.15049058336541
1,0.8776253919377311
2,9.658088491830362
3,3.1740822523392462
4,9.976973306592656
5,10.552753186709793
6,9.361960262634856
7,7.969891979372765
8,2.017593024014838
9,3.9264226242327247
10,6.334118896969615
