,0
0,30.578712287335748
1,1.0015000373864862
2,12.918175478432575
3,2.725398547573159
4,13.35162982190299
5,8.830459151830336
6,10.136163108846558
7,7.782798248786466
8,2.2701990029253016
9,3.1150572928826814
10,7.289907022097703
