,0
0,2.456025971358272
1,29.82769117185186
2,0.9769029363651113
3,12.600901733656636
4,2.6584620514217416
5,13.023710325877433
6,8.6135807816712
7,9.88721631039405
8,7.591650702497852
9,2.2144423258119397
10,3.0385506767467927
11,7.110865012347112
